index,name,hex,L,C,H,a,b
0,blue_10_0,#b9ddf1,86.19408777366668,15.574051717651226,241.3184277288932,-7.474631575729196,-13.663124449085107
1,blue_10_0,#a6d0ea,81.37779685112677,18.999866444048095,245.57702379907937,-7.855866992056426,-17.299719035139937
2,blue_10_0,#94c2e1,76.26123198811779,21.723695748418464,249.18970045602077,-7.717886046666845,-20.30648152537804
3,blue_10_0,#83b3d7,70.84994927054777,24.181411208246253,253.55224130961705,-6.846748742198261,-23.191866670958248
4,blue_10_0,#75a6cc,66.06813617914793,25.333066884163426,255.39837026339978,-6.386387221677392,-24.514859494035314
5,blue_10_0,#6798c1,60.9475840978854,26.825844043957037,258.69610186112527,-5.258210419901377,-26.305458214042687
6,blue_10_0,#598ab6,55.76248160626584,28.421686223780277,261.9743005899807,-3.9681579867502093,-28.14331128341532
7,blue_10_0,#4c7dab,50.85354816385599,29.62804758904774,264.5039104197191,-2.8377097143001406,-29.491839676701147
8,blue_10_0,#42709e,45.92589402499277,29.657942654818843,267.00776343564087,-1.548163704646388,-29.617507519373376
9,blue_10_0,#376491,41.168182508859296,29.387028080460958,268.0875363419325,-0.9807212358309003,-29.370658917691838
10,blue_10_0,#2a5783,35.881026348941695,29.229676328994106,269.2237499311672,-0.39599503392578894,-29.22699379393756

0,orange_10_0,#ffc685,83.62389887126034,42.188053040503206,72.60529445676235,12.612228724700413,40.25870720656779
1,orange_10_0,#fab767,79.14173509419557,52.1350865134407,72.1643353761558,15.96834684392806,49.62941813920408
2,orange_10_0,#f5a847,74.74747315887102,62.69732229012218,71.52107713629505,19.872278656435928,59.46466819341055
3,orange_10_0,#f59536,70.30103851901974,68.63867585163992,64.88574163082978,29.13195389386708,62.14979553459607
4,orange_10_0,#f2822a,65.76036095238896,72.80098998373035,59.13475292609837,37.348414535836596,62.49063989327135
5,orange_10_0,#ed6f20,61.2056122735125,76.34900540898836,54.2355225550711,44.62253617792439,61.951593135217784
6,orange_10_0,#e16220,56.93100178889958,74.02098304944182,51.238828274784,46.34272580915988,57.71878113909528
7,orange_10_0,#d05822,52.40780386566473,68.6320347398895,49.260584203477265,44.79062457640437,52.00150134941298
8,orange_10_0,#c04f23,48.16313193372579,63.588159955900565,47.31558225249819,43.11021469482845,46.74359288226562
9,orange_10_0,#af4623,43.68064884484127,58.32076956047157,45.309940766623185,41.01532745866548,41.46148906616921
10,orange_10_0,#9e3d22,39.11220421171896,53.27226147014243,43.14658804901546,38.86778585471587,36.431155140829276

0,green_10_0,#b3e0a6,84.81601472877072,34.69053741059594,136.77842467989348,-25.279369353234383,23.756827880394948
1,green_10_0,#99d788,80.26344721462138,47.60084484088342,136.37010382956527,-34.45405930866913,32.84445503765541
2,green_10_0,#87cc79,75.89430776812328,51.10854242554463,137.35933378221569,-37.596286213675334,34.62083724873073
3,green_10_0,#78bf6c,71.10188272595606,52.00589895614612,137.7807048362656,-38.51444246888502,34.94640535946188
4,green_10_0,#6ab25f,66.31296923051309,52.71461384230102,137.84725395597457,-39.080418463286136,35.37727243976503
5,green_10_0,#5ea654,61.9044835902091,52.74972878637009,137.89652949345032,-39.13688219596217,35.36719297618883
6,green_10_0,#4e9a51,57.389549562479715,50.06958034133584,141.55577194650596,-39.21518349404957,31.13088914704344
7,green_10_0,#408e4d,52.91742139695572,47.387658889496656,144.56945603568107,-38.612358636477,27.471366466839097
8,green_10_0,#2f8243,48.227068186559976,47.72247290822724,145.83977864573922,-39.488943844770866,26.796599308513315
9,green_10_0,#27763d,43.83490492920577,44.66256844307979,146.78082699485248,-37.36385770703032,24.46808446081502
10,green_10_0,#24693d,39.266228958677054,37.40511906764352,150.2872130559931,-32.487128394612206,18.53994123875721

0,red_10_0,#ffbeb2,82.54242382585204,26.55104604371229,34.95550031455326,21.761164972972868,15.212157803362047
1,red_10_0,#feac9d,77.8836240862047,34.639589878454245,35.23635097631529,28.292890265408655,19.985333306628995
2,red_10_0,#fc9b87,73.47561499171962,42.80036433814059,37.18147550771562,34.10013531626155,25.866038716630513
3,red_10_0,#fa8971,69.04932919574948,51.71095981505144,38.182054826615854,40.64742796910903,31.965762379301353
4,red_10_0,#f67561,64.30965678744396,59.07428318851715,35.82117488609089,47.90023955957784,34.57366026865212
5,red_10_0,#f26250,60.06673695101314,66.59693117696942,35.403156280105975,54.28288444621021,38.58133873246743
6,red_10_0,#eb4c48,55.38458743521957,71.19211346005602,31.48306432342332,60.71224771177075,37.179833198846865
7,red_10_0,#e03841,50.76013936850862,73.10911144519383,28.807292543382346,64.06151937575821,35.228737013624645
8,red_10_0,#d2283d,46.39268228201145,71.87298313832635,26.214074088440555,64.48083902210332,31.74818269141937
9,red_10_0,#c11a3b,41.83829578213402,68.37505435160594,22.93911862339047,62.967922027092754,26.649368720009747
10,red_10_0,#ae123a,37.37118561702746,62.937676393411856,19.322804218973204,59.392354865294095,20.825448215027908

0,purple_10_0,#eec9e5,84.79660848364159,19.826840445209218,333.1125903143982,17.683498068778782,-8.966465194895989
1,purple_10_0,#e7bada,80.27535050065191,23.526777460502643,335.20140664730934,21.357320988985574,-9.867831466408994
2,purple_10_0,#dcadcd,75.76890725173048,24.298329617368694,336.6180967709963,22.30295123544557,-9.642986486749505
3,purple_10_0,#d1a0c0,71.21725671179036,25.108209918134275,338.00960301889467,23.28150296208903,-9.401799036319392
4,purple_10_0,#c792b5,66.54873000509514,27.563303113896026,337.9339019162711,25.54432094531056,-10.354870640982373
5,purple_10_0,#bc86a9,62.17503235608041,28.15140418401089,338.66033120924016,26.221330033010638,-10.244189027516049
6,purple_10_0,#b0799f,57.472194258429255,29.8707525967488,336.93134520677336,27.48216768532946,-11.704371833277015
7,purple_10_0,#a06f99,53.106055024096705,30.371016646462827,330.4355081164592,26.416736849345092,-14.985148193200338
8,purple_10_0,#916491,48.4849968080496,31.288021989759404,326.07916861954607,25.96309623777665,-17.460181951503717
9,purple_10_0,#865986,44.13954680392424,31.700035392909673,326.1958351156218,26.340955142290625,-17.636505495804975
10,purple_10_0,#7c4d79,39.53656603110787,32.07063744357852,328.2548665785399,27.272771220784087,-16.87369953437099

0,brown_10_0,#eedbbd,88.21630935286564,17.232979521851302,83.85581135019936,1.8444614853792562,17.133988007159886
1,brown_10_0,#ecca96,83.06128420886137,30.803067341595142,81.00675386103785,4.815075054429629,30.424398266375864
2,brown_10_0,#e9b97a,78.12809578402425,39.62172101435312,76.00067526486873,9.584908759352583,38.444899534452134
3,brown_10_0,#e4a865,73.18217350331,45.3783299388455,71.05928925491224,14.729332356886449,42.921318669853335
4,brown_10_0,#dc9856,68.27594334823044,48.26919851931506,66.99717003645452,18.862472980686494,44.4310999047955
5,brown_10_0,#d18954,63.41716037490204,45.21611670971921,60.52316381782293,22.24956907524711,39.36310310776776
6,brown_10_0,#c7784c,58.13179405564655,45.62117672416083,54.08520629705504,26.760537772218097,36.94814452497991
7,brown_10_0,#c0673f,53.242557396538984,49.738773634198196,49.66591006321022,32.193094881407816,37.91503982050769
8,brown_10_0,#b85536,48.20537570789807,52.748135268690305,44.087184352106874,37.88803284079367,36.69962863271222
